stars,forks,watchers,subscribers,open_issues,size,topics_count,contributors,releases,branches,readme_size,has_wiki,has_projects,has_issues,has_pages,archived,disabled,repository_age_days,days_since_last_update,days_since_last_commit,fork_star_ratio,stars_per_contributor,issues_per_star,documentation_score,stars_per_day,contributors_per_day,releases_per_year,commit_recency_score,update_recency_score,contributors_per_branch,watchers_per_star,subscribers_per_star,language_C,language_C++,language_Go,language_Java,language_JavaScript,language_Other,language_Python,language_Rust,language_TypeScript
5.159021479660669,2.9946518109247613,5.159021479660669,3.4139635357402587,0.09682170483881268,-0.16172908441356035,0.25223031643850413,1.2185778620688281,-0.6499734722564491,-0.6273957384275181,0.637078449642693,-1.4313561708410938,-1.927947388305882,0.26148818018424513,-0.5124707431905382,-0.42337369193050706,0.0,0.1364566169696075,-0.32777767524373985,-0.7495195862420704,-0.5256005402254078,0.907638207227036,-0.5002512542458092,0.637078449642693,0.9610626525938435,-0.06248531937008716,-0.2975364224864796,-0.2731005845427954,0.8694611604646897,2.860915492656194,0.6468802374515749,-0.317934856896889,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,1.224744871391589,-0.48746667822143247,-0.14285714285714288,-0.37623464940848433
4.731091541136657,2.04452150007136,4.731091541136657,4.24386105683789,-0.12595463278607466,-0.16122187508687177,0.07359694785599412,1.2185778620688281,-0.6499734722564491,-0.5319888438977859,1.3677440112266508,-1.4313561708410938,-1.927947388305882,0.26148818018424513,1.9513309067639726,-0.42337369193050706,0.0,0.9389195895173085,-0.32777767524373985,-0.7535939834223137,-0.6298111700986923,0.8236599228363336,-0.5173852547811064,1.3677440112266508,0.5273659066415173,-0.16004432989252573,-0.2975364224864796,-0.2116991336814801,0.8694611604646897,1.6539449779422883,0.6468575036943672,-0.2759388703206936,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,1.224744871391589,-0.48746667822143247,-0.14285714285714288,-0.37623464940848433
4.379555991219963,2.716388541888771,4.379555991219963,4.471422665534261,-0.030627083662867063,0.46772750696166976,1.8599306336810943,1.2185778620688281,-0.6499734722564491,-0.4365819493680539,-0.2504719593474725,-1.4313561708410938,0.5186863531990443,0.26148818018424513,-0.5124707431905382,-0.42337369193050706,0.0,0.843566079536694,-0.32777767524373985,-0.7641874160909462,-0.4933409710081622,0.7546735077091999,-0.5084160581970006,-0.2504719593474725,0.5042078435580478,-0.15183339642864402,-0.2975364224864796,2.8215325388674963,0.8694611604646897,1.0504597205853354,0.6468358018672404,-0.2540921782993711,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,-0.816496580927726,-0.48746667822143247,-0.14285714285714288,2.657915749047034
4.359690895185786,2.9817749905066147,4.359690895185786,2.1901877734175503,0.6299306616202291,-0.1553262483970831,1.5026638965160741,1.2185778620688281,-0.6499734722564491,-0.4365819493680539,4.504997405923023,-1.4313561708410938,-1.927947388305882,0.26148818018424513,-0.5124707431905382,-0.42337369193050706,0.0,0.5839288113967077,-0.32777767524373985,-0.7641874160909462,-0.4479318056499583,0.7507751203003621,-0.44800898982580695,4.504997405923023,0.5864527063511592,-0.12580900317728108,-0.2975364224864796,2.8215325388674963,0.8694611604646897,1.0504597205853354,0.6468344804176297,-0.34529038302235404,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,-0.816496580927726,2.0514222708485286,-0.14285714285714288,-0.37623464940848433
3.743713230859149,4.15638890864963,3.743713230859149,5.104662006277003,-0.1337259003776405,-0.1394151463574998,0.07359694785599412,1.2185778620688281,-0.6499734722564491,1.2807421521671232,-0.0448184125567228,-1.4313561708410938,-1.927947388305882,0.26148818018424513,1.9513309067639726,-0.42337369193050706,0.0,1.0963103228588045,-0.32777767524373985,-0.7568535011665083,-0.1460307973428729,0.6298937731070282,-0.5172440147076601,-0.0448184125567228,0.3515031909683429,-0.17231763531888847,-0.2975364224864796,-0.11836892837228082,0.8694611604646897,-0.43082227474536705,0.6467872627230647,-0.1949704777675916,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,-0.816496580927726,2.0514222708485286,-0.14285714285714288,-0.37623464940848433
3.646123018991358,5.110168799621544,3.646123018991358,0.5989421540888495,3.2182808541177574,1.9136602215760357,0.4308636850210142,1.2185778620688281,1.918414853309077,2.1394042029347116,1.5434798793135591,-1.4313561708410938,-1.927947388305882,0.26148818018424513,-0.5124707431905382,-0.42337369193050706,0.0,-1.4466414162025212,-0.32777767524373985,-0.7641874160909462,0.0573287428083956,0.6107423704399244,-0.1572693888403519,1.5434798793135591,10.737232061560341,3.560469351544291,3.352250702311543,2.8215325388674963,0.8694611604646897,-0.5263888550892833,0.646778472429248,-0.4024130977914767,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,-0.816496580927726,-0.48746667822143247,-0.14285714285714288,2.657915749047034
3.4114253195436293,2.6416065794603902,3.4114253195436293,3.443743203051142,-0.1674013932744258,0.23131778517849835,2.3958307394286242,1.2185778620688281,-0.5643605280709316,2.1394042029347116,-0.19079184563951312,0.6986381310057718,-1.927947388305882,0.26148818018424513,-0.5124707431905382,-0.42337369193050706,0.0,0.3771380668604355,-0.32777767524373985,-0.7641874160909462,-0.3799585037752358,0.5646845736471929,-0.5207185296109118,-0.19079184563951312,0.49637637988368283,-0.10014304136730856,-0.2892187346922901,2.8215325388674963,0.8694611604646897,-0.5263888550892833,0.6467555038285557,-0.25645592680892754,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,-0.816496580927726,-0.48746667822143247,-0.14285714285714288,2.657915749047034
3.3761131418665853,3.514544827807149,3.3761131418665853,3.453857052326536,0.12220784563792775,-0.15062829018192678,1.5026638965160741,1.2185778620688281,-0.6499734722564491,-0.5319888438977859,2.0378645299184757,0.6986381310057718,0.5186863531990443,0.26148818018424513,-0.5124707431905382,-0.42337369193050706,0.0,0.3869031853524261,-0.32777767524373985,-0.6696614015093015,-0.19497052925196534,0.5577548035319116,-0.4874136024419312,2.0378645299184757,0.4864248792252545,-0.10147642242951423,-0.2975364224864796,-0.4171053547679657,0.8694611604646897,1.6539449779422883,0.6467518028683106,-0.2541489958317792,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,-0.816496580927726,2.0514222708485286,-0.14285714285714288,-0.37623464940848433
3.3615922463732213,5.378929388348956,3.3615922463732213,4.411301450397195,-0.110412097602943,-0.13816839310931692,1.3240305279335642,1.2185778620688281,-0.6499734722564491,-0.5319888438977859,2.6327805649299996,-1.4313561708410938,-1.927947388305882,0.26148818018424513,-0.5124707431905382,-0.42337369193050706,0.0,0.5396985688153384,-0.32777767524373985,-0.5042408759914233,0.19232437516245063,0.5549051784377773,-0.514131679063692,2.6327805649299996,0.43385277526739513,-0.12074024807152403,-0.2975364224864796,-0.43481665574878464,0.8694611604646897,1.6539449779422883,0.6467502609768065,-0.20461782628213257,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,1.224744871391589,-0.48746667822143247,-0.14285714285714288,-0.37623464940848433
2.849656159507469,1.5244907631845002,2.849656159507469,3.0397511125506704,-0.16481097074390386,-0.15662972182803545,0.25223031643850413,1.2185778620688281,-0.6499734722564491,-0.6273957384275181,1.426226530679601,-1.4313561708410938,-1.927947388305882,-3.8242646351945884,1.9513309067639726,-0.42337369193050706,0.0,0.9469614518048302,-0.32777767524373985,-0.7641874160909462,-0.5392790174726722,0.4544412696938385,-0.5202515766229223,1.426226530679601,0.25748368214424433,-0.1607084891874958,-0.2975364224864796,2.8215325388674963,0.8694611604646897,2.860915492656194,0.6466871759620957,-0.2471384811505716,-0.156812512046795,-0.156812512046795,-0.2041241452319315,-0.2041241452319315,-0.39674602380793617,-0.816496580927726,2.0514222708485286,-0.14285714285714288,-0.37623464940848433
